mean_correlation,median_correlation,market_volatility,cross_sectional_dispersion,pca_first_component_ratio,mean_pairwise_distance,mean_correlation_distance,window_id,window_start,window_end,cluster_count,silhouette_score,adjacent_window_ari,sector_cluster_ari,sector_cluster_nmi,pca_stock_projection_pc1_ratio
0.19402144095464327,0.1899812194674963,0.10589678688342921,0.013326507194668814,0.2318916486982967,1.0898051071498072,1.261077767785204,49,2023-06-05,2023-10-11,6,0.10931187032474894,0.7316643872272106,0.16672765864012296,0.4563314898977028,0.15845525319244666
0.20740707042334655,0.20239603819970814,0.11213494084839938,0.013460994459666045,0.2473293544556434,1.0810106505941641,1.2506181162841123,50,2023-06-20,2023-10-25,6,0.09578112645954684,0.46196570637940404,0.17977504901454958,0.5246038633765507,0.15358698581382027
0.22427544267000063,0.226834149722434,0.11840591233233594,0.013661017908728071,0.2608689569238093,1.0704810518378614,1.236963952944798,51,2023-07-05,2023-11-08,6,0.09590329217794044,0.9764348733516744,0.18002368403495897,0.5161481962461344,0.1653552539451356
0.23214757608710823,0.22956947503927116,0.12155439936775489,0.01361712251773615,0.27125535884872354,1.065146509585016,1.2301037734980296,52,2023-07-19,2023-11-22,6,0.0834030715685317,0.712945021419496,0.10681487534509686,0.3941444982786371,0.1681304881698151
0.24462186333670763,0.23783755041666035,0.12126201094104348,0.013157821161380003,0.2844088111552469,1.056192383691164,1.2198204266026353,53,2023-08-02,2023-12-07,6,0.09227130183424519,0.889642955350245,0.1276408433328267,0.4437117490453519,0.16304031514176692
0.2340164120052825,0.22997014000060106,0.12081851532114803,0.013324597096255393,0.2712284314221055,1.0644424873373421,1.2287247159477646,54,2023-08-16,2023-12-21,6,0.10522822398620271,0.43791266899778003,0.12369227774804145,0.3901886581734271,0.15398721483042724
0.21348367143477423,0.20294200825103478,0.11391113273477417,0.01322130899559519,0.2541996891815514,1.0807543612858095,1.244722919867599,55,2023-08-30,2024-01-08,6,0.12429938995050395,0.8597400160535396,0.14396942646094174,0.4118542633132539,0.16064830008299924
0.22106345350750317,0.2132139421250931,0.11637349093630504,0.013277183702247165,0.2635384947596808,1.0766397899324076,1.2382119995736995,56,2023-09-14,2024-01-23,6,0.09772145552107663,0.8382698264218149,0.14659666737988009,0.4027385761372048,0.1656171923573537
0.18950517051320998,0.17945940176208178,0.10922196068603578,0.013804074411854604,0.2316623216819757,1.0960614163943438,1.2638981820226018,57,2023-09-28,2024-02-06,6,0.10422731844602644,0.8122167840881022,0.17927238503941545,0.43792281230285424,0.1633152955814405
0.19599921605876502,0.18026294955763977,0.1101298001864086,0.013556940502729485,0.2339797106461987,1.090603395903282,1.258914438315605,58,2023-10-12,2024-02-21,6,0.09157841140586834,0.8974383253654895,0.17025478755315818,0.431704317856262,0.1658566308637482
0.17630414250432114,0.15721747819511322,0.10066217595917303,0.01349075063438918,0.2160733556969841,1.1063382155174635,1.274049535701511,59,2023-10-26,2024-03-06,6,0.08820362551476722,0.7235159027796473,0.12067054357521258,0.36735500887385486,0.16938583497992837
0.1498426914679955,0.1338114095616775,0.09368025994423816,0.01350622346728228,0.19465966770519877,1.122148003565031,1.2952658958035723,60,2023-11-09,2024-03-20,6,0.09354910286419614,0.5324598480237359,0.15360171966634734,0.4092468288401167,0.15219370893310447
0.14621223568905306,0.13313928680746695,0.09090297591195529,0.01345985566334926,0.18426256119419862,1.123917893337254,1.2982510768487447,61,2023-11-24,2024-04-04,6,0.10168492962156747,0.42973058248998103,0.18770674309499863,0.43406460116941475,0.15934251268766655
0.15683493136922652,0.14691581045191487,0.09661465556667254,0.01378464690888838,0.19569940897162622,1.117667242819583,1.2895805359634873,62,2023-12-08,2024-04-18,6,0.09278710151195767,0.8183360636555114,0.16475978614622544,0.4118287020315804,0.17084147696314073
0.14601336685484753,0.13096793014566063,0.09572147207332038,0.014245633007100396,0.19220834544090265,1.1237212636101512,1.2977239020854061,63,2023-12-22,2024-05-02,6,0.07027003065372799,0.595570220868713,0.13374501515673684,0.39043957713860716,0.18325328351337938
0.14878659630059046,0.1337347484518516,0.0968251523833614,0.014347856294836096,0.19219662036047125,1.1224374804291075,1.296362782580098,64,2024-01-09,2024-05-16,6,0.07472963848316087,0.6193962491224552,0.10307240373993239,0.37991988083044825,0.1699333025495133
0.1603656101068771,0.15983128335334013,0.0996000526189327,0.014449777341092072,0.19749402193022367,1.1153763352796886,1.2872462207080042,65,2024-01-24,2024-05-31,6,0.06501379527125038,0.6017715860804551,0.09983746174172575,0.35726661250641456,0.18297025522102606
0.1497194485799142,0.14541639384024896,0.09508273137630005,0.01420200294665554,0.18549899995023805,1.1213136730778972,1.2957368390855244,66,2024-02-07,2024-06-14,6,0.07455995845997596,0.5335987498139604,0.05340940978393041,0.32822660478911486,0.18042731549436392
0.13345752297083352,0.12670993961347465,0.08970909245605248,0.014491899687880925,0.17269592639668394,1.1311637893644744,1.3085729626353144,67,2024-02-22,2024-07-01,6,0.06393999865517752,0.7058934145699349,0.07468745877973355,0.32798808350418435,0.1772561749672473
0.13188280009131717,0.13079035298487765,0.08871256145213571,0.014519346929022056,0.18081889825445893,1.1318970133513655,1.309375321634468,68,2024-03-07,2024-07-16,6,0.0631049633612216,0.401821524610865,0.19201798831121467,0.4416533153793148,0.18377630564463004
0.13027241953059499,0.12981615634108115,0.09293843172618448,0.014881192182820312,0.18896389191531146,1.1376988474380734,1.3085622892698863,69,2024-03-21,2024-07-30,6,0.08086872678568985,0.6949302416977795,0.2330622472981075,0.472319021684144,0.2170819841449547
0.17343685502656053,0.18339324765687812,0.11584524910129324,0.015478210141199404,0.21636395341211065,1.111714287703447,1.2748124154260025,70,2024-04-05,2024-08-13,6,0.08894184831930563,0.6373379408672958,0.17778452767588027,0.4243344413111568,0.2202242253640882
0.17102815396101467,0.18001174821875393,0.1152874763533536,0.015228070179445701,0.22123998605136969,1.114384157665421,1.2764428425260708,71,2024-04-19,2024-08-27,6,0.09405401071642523,0.7816594957636889,0.15124565340385362,0.41617604728996954,0.21705767242782437
0.18913225587798824,0.20625309148481935,0.12125896065182624,0.014983793693376758,0.2472316361174547,1.1023249685700034,1.2606661161521677,72,2024-05-03,2024-09-11,6,0.08591155019628725,0.7706868317117811,0.16341180793036203,0.4014927884567745,0.23435006904321576
0.187072457804957,0.20420029655419902,0.12165407847583844,0.015105885275049127,0.24770378626209755,1.106985060367626,1.261989916237627,73,2024-05-17,2024-09-25,6,0.10734928065604799,0.8361949067191022,0.14043575918107978,0.3969606599400187,0.23927310373596225
0.17748864779801551,0.2024487237033656,0.11981224458138431,0.014985992495588055,0.2523978473379325,1.1146280951733862,1.2693104931324857,74,2024-06-03,2024-10-09,6,0.1027588772380251,0.8667054744769961,0.1511791599938007,0.41859169168010396,0.23037500900459157
0.18341062000303313,0.20863997629742911,0.12189993333601536,0.014995867525869401,0.2558009475042452,1.1097184573079724,1.265125203325284,75,2024-06-17,2024-10-23,6,0.11160985397287633,0.8386677751221033,0.20633906319892645,0.47454276558612046,0.21823677227430388
0.18829106227952389,0.20200773810304867,0.12839938049874985,0.015187149871150002,0.27694075473472635,1.1055643338207863,1.259081805235576,76,2024-07-02,2024-11-06,6,0.10462745617784977,0.813783797291219,0.23445824864396791,0.48223518449507885,0.23407234091867224
0.18151941005382638,0.18248132847032203,0.12798702434174294,0.015336832010209366,0.27037881175083106,1.1076412161948146,1.2649514196588816,77,2024-07-17,2024-11-20,6,0.06908112600751065,0.5283917845049092,0.1062329507437336,0.3884664766092481,0.22124084041505973
0.18063688766159353,0.1799201336787624,0.12287169643224108,0.01492074848226114,0.25453537906777546,1.1052209318309678,1.2676303628807195,78,2024-07-31,2024-12-05,6,0.07326742921864311,0.8836503439902873,0.14620189586722665,0.46434060043770814,0.20595123892511236
0.1567354325448715,0.15116994981587176,0.1091958422400458,0.014767907029383827,0.22061165688820789,1.1209700022141895,1.2877986291872614,79,2024-08-14,2024-12-19,6,0.09159116175909934,0.3726778967254408,0.22289615369200144,0.4622269508636336,0.18244012224326844
0.16434484432845725,0.1612575911651427,0.10947316345584873,0.014684860660453625,0.22313175226643783,1.1180091314090614,1.2817971815790505,80,2024-08-28,2025-01-06,6,0.0936279354469141,0.7336861064808081,0.16540789787504684,0.41377509256390255,0.1845233409977458
0.16186493915205247,0.15628365469378203,0.10684001959284797,0.014662451660972096,0.21582805702354116,1.116087457653789,1.2840216555440853,81,2024-09-12,2025-01-22,6,0.09111176136740934,0.4141730500735821,0.1652330801829396,0.45665921958423433,0.16992271518513916
0.15205318734297174,0.14667484773821593,0.10572453440377491,0.015191006812612236,0.19964917738899213,1.126353701421875,1.291428092667985,82,2024-09-26,2025-02-05,6,0.08575308472871992,0.8315338288752645,0.16800443443018293,0.4573334324945857,0.18682098823903803
0.14434036025257718,0.14338721435847496,0.10547707298880124,0.015532057161529951,0.19100347125638925,1.1321048012455217,1.298023888500768,83,2024-10-10,2025-02-20,6,0.08271758990325523,0.8004111174023288,0.13405128384436524,0.4311489380539474,0.1824387041112237
0.16482121518894954,0.1649098306228045,0.11960572921878034,0.01613212616573941,0.22044133646380962,1.1193607607518437,1.2799566064447556,84,2024-10-24,2025-03-06,6,0.09255459904550119,0.8292889534161554,0.18313657140977999,0.48150192433438765,0.21524745964028327
0.18805833269468528,0.19470066140524991,0.12689766830047997,0.016326245468565294,0.23594820896631435,1.1028696352057892,1.2617479672919787,85,2024-11-07,2025-03-20,6,0.09418617511181236,0.5973605037367776,0.09365803875102434,0.40105752404621453,0.2262696119435668
0.2106733935380873,0.2346867832245353,0.14176788335369134,0.01649537797644726,0.2938656745573641,1.0890223253734999,1.2384691713260156,86,2024-11-21,2025-04-03,6,0.12160369554069313,0.9193031565615747,0.10217355005029669,0.39432239299294913,0.2697258479466198
0.36067116300323593,0.3904139359809473,0.20583125858033752,0.01700658046028123,0.40972726291228095,0.9835750753373617,1.1103008517266355,87,2024-12-06,2025-04-17,6,0.12676611288392484,0.6504546006496463,0.10873890192119251,0.3858743967699662,0.2841395149439401
0.3756358075640585,0.410999721427815,0.21376070710291709,0.016834886056312393,0.4256536422521663,0.9708529726706887,1.0951557820362623,88,2024-12-20,2025-05-02,6,0.13635574639620163,1.0,0.10873890192119251,0.3858743967699662,0.302259059828581
0.3575462258790698,0.4011463109243715,0.21547750073994337,0.017575201376931252,0.41411663143553085,0.9854201816955168,1.1105068630552206,89,2025-01-07,2025-05-16,6,0.13147881698934522,1.0,0.10873890192119251,0.3858743967699662,0.3072058815117521
0.36465568142829535,0.41498279844547314,0.2145244867262621,0.017124472403974186,0.4229245200245403,0.9826210602459458,1.1027156001185014,90,2025-01-23,2025-06-02,6,0.1236055324886547,0.8102665210104154,0.07488563120636921,0.34981547755258047,0.31974438734777816
0.3770337873746694,0.4245971411864135,0.2152362413207527,0.016783390560648835,0.4372961939384858,0.9677080520047372,1.091054069054478,91,2025-02-06,2025-06-16,6,0.13553584015353481,1.0,0.07488563120636921,0.34981547755258047,0.3136391229867166
0.3812917202539973,0.4301949017405037,0.21627316237830907,0.016672321423385667,0.4372698143375838,0.9666079489325979,1.0873295366989002,92,2025-02-21,2025-07-01,6,0.12731730070643185,1.0,0.07488563120636921,0.34981547755258047,0.32057470608132443
0.3858069292967557,0.42620759486960985,0.20857034745427339,0.01605336285112034,0.4388870615012949,0.9632451876864335,1.084974109899279,93,2025-03-07,2025-07-16,6,0.14429996453311816,0.8104324748626323,0.11561420671205255,0.4526752203294067,0.30326996812962403
