window_id,window_start,window_end,ticker,sector,cluster,kmeans_cluster
32,2022-09-29,2023-02-07,AVGO,Information Technology,1,5
32,2022-09-29,2023-02-07,BA,Industrials,4,5
32,2022-09-29,2023-02-07,BAC,Financials,1,1
32,2022-09-29,2023-02-07,BRK.B,Financials,1,5
32,2022-09-29,2023-02-07,CAT,Industrials,2,5
32,2022-09-29,2023-02-07,COST,Consumer Staples,1,5
32,2022-09-29,2023-02-07,CRM,Information Technology,1,4
32,2022-09-29,2023-02-07,CSCO,Information Technology,1,5
32,2022-09-29,2023-02-07,CVX,Energy,2,0
32,2022-09-29,2023-02-07,DIS,Communication Services,1,4
32,2022-09-29,2023-02-07,DUK,Utilities,1,3
32,2022-09-29,2023-02-07,GE,Industrials,1,1
32,2022-09-29,2023-02-07,GOOG,Communication Services,1,2
32,2022-09-29,2023-02-07,GOOGL,Communication Services,1,2
32,2022-09-29,2023-02-07,GS,Financials,1,1
32,2022-09-29,2023-02-07,HD,Consumer Discretionary,1,5
32,2022-09-29,2023-02-07,INTC,Information Technology,1,5
32,2022-09-29,2023-02-07,JNJ,Health Care,0,3
32,2022-09-29,2023-02-07,JPM,Financials,1,1
32,2022-09-29,2023-02-07,KO,Consumer Staples,1,3
32,2022-09-29,2023-02-07,LIN,Materials,1,5
32,2022-09-29,2023-02-07,LLY,Health Care,0,3
32,2022-09-29,2023-02-07,MA,Financials,1,5
32,2022-09-29,2023-02-07,MCD,Consumer Discretionary,2,3
32,2022-09-29,2023-02-07,META,Communication Services,1,2
32,2022-09-29,2023-02-07,MS,Financials,1,5
32,2022-09-29,2023-02-07,MSFT,Information Technology,1,2
32,2022-09-29,2023-02-07,NEE,Utilities,1,5
32,2022-09-29,2023-02-07,NFLX,Communication Services,1,4
32,2022-09-29,2023-02-07,NKE,Consumer Discretionary,1,5
32,2022-09-29,2023-02-07,NVDA,Information Technology,1,4
32,2022-09-29,2023-02-07,ORCL,Information Technology,1,1
32,2022-09-29,2023-02-07,PEP,Consumer Staples,1,3
32,2022-09-29,2023-02-07,PFE,Health Care,0,3
32,2022-09-29,2023-02-07,PG,Consumer Staples,1,3
32,2022-09-29,2023-02-07,T,Communication Services,5,5
32,2022-09-29,2023-02-07,TSLA,Consumer Discretionary,3,4
32,2022-09-29,2023-02-07,UNH,Health Care,0,3
32,2022-09-29,2023-02-07,V,Financials,1,5
32,2022-09-29,2023-02-07,VZ,Communication Services,5,3
32,2022-09-29,2023-02-07,WMT,Consumer Staples,1,5
32,2022-09-29,2023-02-07,XOM,Energy,2,0
33,2022-10-13,2023-02-22,AAPL,Information Technology,2,3
33,2022-10-13,2023-02-22,AMD,Information Technology,2,4
33,2022-10-13,2023-02-22,AMT,Real Estate,2,5
33,2022-10-13,2023-02-22,AMZN,Consumer Discretionary,2,4
33,2022-10-13,2023-02-22,AVGO,Information Technology,2,3
33,2022-10-13,2023-02-22,BA,Industrials,4,5
33,2022-10-13,2023-02-22,BAC,Financials,2,1
33,2022-10-13,2023-02-22,BRK.B,Financials,2,5
33,2022-10-13,2023-02-22,CAT,Industrials,5,5
33,2022-10-13,2023-02-22,COST,Consumer Staples,2,5
33,2022-10-13,2023-02-22,CRM,Information Technology,2,4
33,2022-10-13,2023-02-22,CSCO,Information Technology,2,3
33,2022-10-13,2023-02-22,CVX,Energy,5,0
33,2022-10-13,2023-02-22,DIS,Communication Services,2,4
33,2022-10-13,2023-02-22,DUK,Utilities,2,5
33,2022-10-13,2023-02-22,GE,Industrials,2,5
33,2022-10-13,2023-02-22,GOOG,Communication Services,2,3
33,2022-10-13,2023-02-22,GOOGL,Communication Services,2,3
33,2022-10-13,2023-02-22,GS,Financials,2,1
33,2022-10-13,2023-02-22,HD,Consumer Discretionary,2,5
33,2022-10-13,2023-02-22,INTC,Information Technology,2,3
33,2022-10-13,2023-02-22,JNJ,Health Care,0,2
33,2022-10-13,2023-02-22,JPM,Financials,2,1
33,2022-10-13,2023-02-22,KO,Consumer Staples,2,2
33,2022-10-13,2023-02-22,LIN,Materials,2,5
33,2022-10-13,2023-02-22,LLY,Health Care,0,2
33,2022-10-13,2023-02-22,MA,Financials,2,5
33,2022-10-13,2023-02-22,MCD,Consumer Discretionary,5,2
33,2022-10-13,2023-02-22,META,Communication Services,2,3
33,2022-10-13,2023-02-22,MS,Financials,2,5
33,2022-10-13,2023-02-22,MSFT,Information Technology,2,3
33,2022-10-13,2023-02-22,NEE,Utilities,2,5
33,2022-10-13,2023-02-22,NFLX,Communication Services,2,4
33,2022-10-13,2023-02-22,NKE,Consumer Discretionary,2,5
33,2022-10-13,2023-02-22,NVDA,Information Technology,2,4
33,2022-10-13,2023-02-22,ORCL,Information Technology,2,1
33,2022-10-13,2023-02-22,PEP,Consumer Staples,2,2
33,2022-10-13,2023-02-22,PFE,Health Care,0,2
33,2022-10-13,2023-02-22,PG,Consumer Staples,2,2
33,2022-10-13,2023-02-22,T,Communication Services,1,1
33,2022-10-13,2023-02-22,TSLA,Consumer Discretionary,3,4
33,2022-10-13,2023-02-22,UNH,Health Care,0,2
33,2022-10-13,2023-02-22,V,Financials,2,5
33,2022-10-13,2023-02-22,VZ,Communication Services,1,1
33,2022-10-13,2023-02-22,WMT,Consumer Staples,2,2
33,2022-10-13,2023-02-22,XOM,Energy,5,0
34,2022-10-27,2023-03-08,AAPL,Information Technology,2,3
34,2022-10-27,2023-03-08,AMD,Information Technology,2,4
34,2022-10-27,2023-03-08,AMT,Real Estate,2,5
34,2022-10-27,2023-03-08,AMZN,Consumer Discretionary,2,4
34,2022-10-27,2023-03-08,AVGO,Information Technology,2,3
34,2022-10-27,2023-03-08,BA,Industrials,1,5
34,2022-10-27,2023-03-08,BAC,Financials,2,1
34,2022-10-27,2023-03-08,BRK.B,Financials,2,5
34,2022-10-27,2023-03-08,CAT,Industrials,1,5
34,2022-10-27,2023-03-08,COST,Consumer Staples,2,5
34,2022-10-27,2023-03-08,CRM,Information Technology,2,4
34,2022-10-27,2023-03-08,CSCO,Information Technology,2,3
34,2022-10-27,2023-03-08,CVX,Energy,1,0
34,2022-10-27,2023-03-08,DIS,Communication Services,2,4
34,2022-10-27,2023-03-08,DUK,Utilities,0,5
34,2022-10-27,2023-03-08,GE,Industrials,2,5
34,2022-10-27,2023-03-08,GOOG,Communication Services,2,3
34,2022-10-27,2023-03-08,GOOGL,Communication Services,2,3
34,2022-10-27,2023-03-08,GS,Financials,2,1
34,2022-10-27,2023-03-08,HD,Consumer Discretionary,2,5
34,2022-10-27,2023-03-08,INTC,Information Technology,2,3
34,2022-10-27,2023-03-08,JNJ,Health Care,0,2
34,2022-10-27,2023-03-08,JPM,Financials,2,1
34,2022-10-27,2023-03-08,KO,Consumer Staples,0,2
34,2022-10-27,2023-03-08,LIN,Materials,2,5
34,2022-10-27,2023-03-08,LLY,Health Care,3,2
34,2022-10-27,2023-03-08,MA,Financials,2,3
34,2022-10-27,2023-03-08,MCD,Consumer Discretionary,0,2
34,2022-10-27,2023-03-08,META,Communication Services,2,3
34,2022-10-27,2023-03-08,MS,Financials,2,4
34,2022-10-27,2023-03-08,MSFT,Information Technology,2,3
34,2022-10-27,2023-03-08,NEE,Utilities,0,5
34,2022-10-27,2023-03-08,NFLX,Communication Services,2,4
34,2022-10-27,2023-03-08,NKE,Consumer Discretionary,2,5
34,2022-10-27,2023-03-08,NVDA,Information Technology,2,4
34,2022-10-27,2023-03-08,ORCL,Information Technology,2,5
34,2022-10-27,2023-03-08,PEP,Consumer Staples,0,2
34,2022-10-27,2023-03-08,PFE,Health Care,0,5
34,2022-10-27,2023-03-08,PG,Consumer Staples,0,2
34,2022-10-27,2023-03-08,T,Communication Services,4,5
34,2022-10-27,2023-03-08,TSLA,Consumer Discretionary,5,4
34,2022-10-27,2023-03-08,UNH,Health Care,3,2
34,2022-10-27,2023-03-08,V,Financials,2,3
34,2022-10-27,2023-03-08,VZ,Communication Services,4,1
34,2022-10-27,2023-03-08,WMT,Consumer Staples,0,2
34,2022-10-27,2023-03-08,XOM,Energy,1,0
35,2022-11-10,2023-03-22,AAPL,Information Technology,0,4
35,2022-11-10,2023-03-22,AMD,Information Technology,0,4
35,2022-11-10,2023-03-22,AMT,Real Estate,0,2
35,2022-11-10,2023-03-22,AMZN,Consumer Discretionary,0,1
35,2022-11-10,2023-03-22,AVGO,Information Technology,0,4
35,2022-11-10,2023-03-22,BA,Industrials,0,3
35,2022-11-10,2023-03-22,BAC,Financials,0,3
35,2022-11-10,2023-03-22,BRK.B,Financials,0,3
35,2022-11-10,2023-03-22,CAT,Industrials,0,3
35,2022-11-10,2023-03-22,COST,Consumer Staples,0,4
35,2022-11-10,2023-03-22,CRM,Information Technology,0,4
35,2022-11-10,2023-03-22,CSCO,Information Technology,0,2
35,2022-11-10,2023-03-22,CVX,Energy,4,3
35,2022-11-10,2023-03-22,DIS,Communication Services,0,1
35,2022-11-10,2023-03-22,DUK,Utilities,0,2
35,2022-11-10,2023-03-22,GE,Industrials,5,3
35,2022-11-10,2023-03-22,GOOG,Communication Services,0,1
35,2022-11-10,2023-03-22,GOOGL,Communication Services,0,1
35,2022-11-10,2023-03-22,GS,Financials,0,3
35,2022-11-10,2023-03-22,HD,Consumer Discretionary,0,2
35,2022-11-10,2023-03-22,INTC,Information Technology,0,4
35,2022-11-10,2023-03-22,JNJ,Health Care,1,5
35,2022-11-10,2023-03-22,JPM,Financials,0,3
35,2022-11-10,2023-03-22,KO,Consumer Staples,1,2
35,2022-11-10,2023-03-22,LIN,Materials,0,3
35,2022-11-10,2023-03-22,LLY,Health Care,1,5
35,2022-11-10,2023-03-22,MA,Financials,0,3
35,2022-11-10,2023-03-22,MCD,Consumer Discretionary,1,2
35,2022-11-10,2023-03-22,META,Communication Services,0,1
35,2022-11-10,2023-03-22,MS,Financials,0,3
35,2022-11-10,2023-03-22,MSFT,Information Technology,0,4
35,2022-11-10,2023-03-22,NEE,Utilities,0,2
35,2022-11-10,2023-03-22,NFLX,Communication Services,0,4
35,2022-11-10,2023-03-22,NKE,Consumer Discretionary,0,3
35,2022-11-10,2023-03-22,NVDA,Information Technology,0,4
35,2022-11-10,2023-03-22,ORCL,Information Technology,0,4
35,2022-11-10,2023-03-22,PEP,Consumer Staples,1,2
35,2022-11-10,2023-03-22,PFE,Health Care,1,2
35,2022-11-10,2023-03-22,PG,Consumer Staples,1,2
35,2022-11-10,2023-03-22,T,Communication Services,2,0
35,2022-11-10,2023-03-22,TSLA,Consumer Discretionary,0,4
35,2022-11-10,2023-03-22,UNH,Health Care,1,5
35,2022-11-10,2023-03-22,V,Financials,0,3
35,2022-11-10,2023-03-22,VZ,Communication Services,2,0
35,2022-11-10,2023-03-22,WMT,Consumer Staples,3,2
35,2022-11-10,2023-03-22,XOM,Energy,4,3
36,2022-11-25,2023-04-05,AAPL,Information Technology,2,1
36,2022-11-25,2023-04-05,AMD,Information Technology,2,1
36,2022-11-25,2023-04-05,AMT,Real Estate,0,2
36,2022-11-25,2023-04-05,AMZN,Consumer Discretionary,2,1
36,2022-11-25,2023-04-05,AVGO,Information Technology,2,1
36,2022-11-25,2023-04-05,BA,Industrials,1,4
36,2022-11-25,2023-04-05,BAC,Financials,1,3
36,2022-11-25,2023-04-05,BRK.B,Financials,1,3
36,2022-11-25,2023-04-05,CAT,Industrials,1,3
36,2022-11-25,2023-04-05,COST,Consumer Staples,2,4
36,2022-11-25,2023-04-05,CRM,Information Technology,2,4
36,2022-11-25,2023-04-05,CSCO,Information Technology,2,4
36,2022-11-25,2023-04-05,CVX,Energy,1,3
36,2022-11-25,2023-04-05,DIS,Communication Services,2,1
36,2022-11-25,2023-04-05,DUK,Utilities,0,2
36,2022-11-25,2023-04-05,GE,Industrials,3,4
36,2022-11-25,2023-04-05,GOOG,Communication Services,2,1
36,2022-11-25,2023-04-05,GOOGL,Communication Services,2,1
36,2022-11-25,2023-04-05,GS,Financials,1,3
36,2022-11-25,2023-04-05,HD,Consumer Discretionary,2,4
36,2022-11-25,2023-04-05,INTC,Information Technology,2,4
36,2022-11-25,2023-04-05,JNJ,Health Care,0,2
36,2022-11-25,2023-04-05,JPM,Financials,1,3
36,2022-11-25,2023-04-05,KO,Consumer Staples,0,5
36,2022-11-25,2023-04-05,LIN,Materials,1,3
36,2022-11-25,2023-04-05,LLY,Health Care,0,5
36,2022-11-25,2023-04-05,MA,Financials,2,4
36,2022-11-25,2023-04-05,MCD,Consumer Discretionary,0,5
36,2022-11-25,2023-04-05,META,Communication Services,2,1
36,2022-11-25,2023-04-05,MS,Financials,1,3
36,2022-11-25,2023-04-05,MSFT,Information Technology,2,1
36,2022-11-25,2023-04-05,NEE,Utilities,0,2
36,2022-11-25,2023-04-05,NFLX,Communication Services,2,1
36,2022-11-25,2023-04-05,NKE,Consumer Discretionary,2,4
36,2022-11-25,2023-04-05,NVDA,Information Technology,2,1
36,2022-11-25,2023-04-05,ORCL,Information Technology,1,3
36,2022-11-25,2023-04-05,PEP,Consumer Staples,0,5
36,2022-11-25,2023-04-05,PFE,Health Care,0,5
36,2022-11-25,2023-04-05,PG,Consumer Staples,0,5
36,2022-11-25,2023-04-05,T,Communication Services,5,0
36,2022-11-25,2023-04-05,TSLA,Consumer Discretionary,4,1
36,2022-11-25,2023-04-05,UNH,Health Care,0,5
36,2022-11-25,2023-04-05,V,Financials,2,4
36,2022-11-25,2023-04-05,VZ,Communication Services,5,0
36,2022-11-25,2023-04-05,WMT,Consumer Staples,0,5
36,2022-11-25,2023-04-05,XOM,Energy,1,3
37,2022-12-09,2023-04-20,AAPL,Information Technology,4,1
37,2022-12-09,2023-04-20,AMD,Information Technology,4,1
37,2022-12-09,2023-04-20,AMT,Real Estate,0,2
37,2022-12-09,2023-04-20,AMZN,Consumer Discretionary,4,1
37,2022-12-09,2023-04-20,AVGO,Information Technology,4,4
37,2022-12-09,2023-04-20,BA,Industrials,4,4
37,2022-12-09,2023-04-20,BAC,Financials,1,3
37,2022-12-09,2023-04-20,BRK.B,Financials,4,3
37,2022-12-09,2023-04-20,CAT,Industrials,1,3
37,2022-12-09,2023-04-20,COST,Consumer Staples,4,4
37,2022-12-09,2023-04-20,CRM,Information Technology,4,1
37,2022-12-09,2023-04-20,CSCO,Information Technology,4,4
37,2022-12-09,2023-04-20,CVX,Energy,1,3
37,2022-12-09,2023-04-20,DIS,Communication Services,4,1
37,2022-12-09,2023-04-20,DUK,Utilities,0,2
37,2022-12-09,2023-04-20,GE,Industrials,5,4
37,2022-12-09,2023-04-20,GOOG,Communication Services,4,1
37,2022-12-09,2023-04-20,GOOGL,Communication Services,4,1
37,2022-12-09,2023-04-20,GS,Financials,1,3
37,2022-12-09,2023-04-20,HD,Consumer Discretionary,4,4
37,2022-12-09,2023-04-20,INTC,Information Technology,4,4
37,2022-12-09,2023-04-20,JNJ,Health Care,0,2
37,2022-12-09,2023-04-20,JPM,Financials,1,3
37,2022-12-09,2023-04-20,KO,Consumer Staples,0,5
37,2022-12-09,2023-04-20,LIN,Materials,1,3
37,2022-12-09,2023-04-20,LLY,Health Care,0,5
37,2022-12-09,2023-04-20,MA,Financials,4,4
37,2022-12-09,2023-04-20,MCD,Consumer Discretionary,0,5
37,2022-12-09,2023-04-20,META,Communication Services,4,1
37,2022-12-09,2023-04-20,MS,Financials,1,3
37,2022-12-09,2023-04-20,MSFT,Information Technology,4,1
37,2022-12-09,2023-04-20,NEE,Utilities,0,2
37,2022-12-09,2023-04-20,NFLX,Communication Services,4,1
37,2022-12-09,2023-04-20,NKE,Consumer Discretionary,4,4
37,2022-12-09,2023-04-20,NVDA,Information Technology,4,1
37,2022-12-09,2023-04-20,ORCL,Information Technology,4,3
37,2022-12-09,2023-04-20,PEP,Consumer Staples,0,5
37,2022-12-09,2023-04-20,PFE,Health Care,0,2
37,2022-12-09,2023-04-20,PG,Consumer Staples,0,5
37,2022-12-09,2023-04-20,T,Communication Services,2,0
37,2022-12-09,2023-04-20,TSLA,Consumer Discretionary,3,1
37,2022-12-09,2023-04-20,UNH,Health Care,0,5
37,2022-12-09,2023-04-20,V,Financials,4,4
37,2022-12-09,2023-04-20,VZ,Communication Services,2,0
37,2022-12-09,2023-04-20,WMT,Consumer Staples,0,5
37,2022-12-09,2023-04-20,XOM,Energy,1,3
38,2022-12-23,2023-05-04,AAPL,Information Technology,0,3
38,2022-12-23,2023-05-04,AMD,Information Technology,0,3
38,2022-12-23,2023-05-04,AMT,Real Estate,1,3
38,2022-12-23,2023-05-04,AMZN,Consumer Discretionary,0,3
38,2022-12-23,2023-05-04,AVGO,Information Technology,0,2
38,2022-12-23,2023-05-04,BA,Industrials,2,4
38,2022-12-23,2023-05-04,BAC,Financials,2,5
38,2022-12-23,2023-05-04,BRK.B,Financials,2,5
38,2022-12-23,2023-05-04,CAT,Industrials,2,5
38,2022-12-23,2023-05-04,COST,Consumer Staples,1,2
38,2022-12-23,2023-05-04,CRM,Information Technology,0,2
38,2022-12-23,2023-05-04,CSCO,Information Technology,0,2
38,2022-12-23,2023-05-04,CVX,Energy,2,4
38,2022-12-23,2023-05-04,DIS,Communication Services,0,2
38,2022-12-23,2023-05-04,DUK,Utilities,1,1
38,2022-12-23,2023-05-04,GE,Industrials,5,3
38,2022-12-23,2023-05-04,GOOG,Communication Services,0,3
38,2022-12-23,2023-05-04,GOOGL,Communication Services,0,3
38,2022-12-23,2023-05-04,GS,Financials,2,5
38,2022-12-23,2023-05-04,HD,Consumer Discretionary,0,2
38,2022-12-23,2023-05-04,INTC,Information Technology,0,3
38,2022-12-23,2023-05-04,JNJ,Health Care,1,1
38,2022-12-23,2023-05-04,JPM,Financials,2,5
38,2022-12-23,2023-05-04,KO,Consumer Staples,1,1
38,2022-12-23,2023-05-04,LIN,Materials,2,5
38,2022-12-23,2023-05-04,LLY,Health Care,4,1
38,2022-12-23,2023-05-04,MA,Financials,0,2
38,2022-12-23,2023-05-04,MCD,Consumer Discretionary,1,1
38,2022-12-23,2023-05-04,META,Communication Services,0,3
38,2022-12-23,2023-05-04,MS,Financials,2,5
38,2022-12-23,2023-05-04,MSFT,Information Technology,0,3
38,2022-12-23,2023-05-04,NEE,Utilities,1,3
38,2022-12-23,2023-05-04,NFLX,Communication Services,0,2
38,2022-12-23,2023-05-04,NKE,Consumer Discretionary,0,2
38,2022-12-23,2023-05-04,NVDA,Information Technology,0,2
38,2022-12-23,2023-05-04,ORCL,Information Technology,2,2
38,2022-12-23,2023-05-04,PEP,Consumer Staples,1,1
38,2022-12-23,2023-05-04,PFE,Health Care,1,0
38,2022-12-23,2023-05-04,PG,Consumer Staples,1,1
