window_id,raw_coordinate_norm,aligned_coordinate_norm,norm_ratio,raw_mean_pairwise_distance,aligned_mean_pairwise_distance,distance_ratio
85,0.8450399986317585,0.8450399986317583,0.9999999999999998,1.1028696352057896,1.1028696352057892,0.9999999999999996
86,0.8371707780427302,0.8371707780427302,1.0,1.0890223253734999,1.0890223253734999,1.0
87,0.7576512480377519,0.7576512480377521,1.0000000000000002,0.9835750753373612,0.9835750753373617,1.0000000000000004
88,0.7490783730101739,0.749078373010174,1.0000000000000002,0.9708529726706887,0.9708529726706887,1.0
89,0.7606205445060965,0.7606205445060965,1.0,0.9854201816955168,0.9854201816955168,1.0
90,0.7586183623328334,0.7586183623328333,0.9999999999999999,0.9826210602459459,0.9826210602459458,0.9999999999999999
91,0.7484904498441874,0.7484904498441873,0.9999999999999999,0.9677080520047373,0.9677080520047372,0.9999999999999999
92,0.7472244177860705,0.7472244177860707,1.0000000000000002,0.9666079489325978,0.9666079489325979,1.0000000000000002
93,0.7438064772384259,0.7438064772384259,1.0,0.9632451876864335,0.9632451876864335,1.0
94,0.7421244278768905,0.7421244278768904,0.9999999999999999,0.9614656286366993,0.961465628636699,0.9999999999999998
95,0.7391541491789813,0.7391541491789811,0.9999999999999999,0.9625394914000648,0.9625394914000646,0.9999999999999998
96,0.8410999674217824,0.8410999674217822,0.9999999999999998,1.0976765683058218,1.0976765683058216,0.9999999999999998
97,0.86733177626295,0.86733177626295,1.0,1.132854290850744,1.132854290850744,1.0
98,0.8678815319620847,0.8678815319620848,1.0000000000000002,1.133995653836702,1.1339956538367024,1.0000000000000004
99,0.8847021408035742,0.8847021408035741,0.9999999999999999,1.1566064616421035,1.1566064616421035,1.0
100,0.8802545914738943,0.8802545914738947,1.0000000000000004,1.1504602581025145,1.1504602581025154,1.0000000000000007
101,0.8857532992290137,0.8857532992290135,0.9999999999999998,1.157973265603407,1.1579732656034067,0.9999999999999998
102,0.8819220997776015,0.8819220997776016,1.0000000000000002,1.1524179432580275,1.1524179432580275,1.0
103,0.8783909572393711,0.8783909572393713,1.0000000000000002,1.1477396451108237,1.1477396451108242,1.0000000000000004
104,0.8857266208449462,0.8857266208449462,1.0,1.157449097595412,1.1574490975954124,1.0000000000000004
105,0.8853326336445618,0.8853326336445616,0.9999999999999998,1.1569702168730753,1.156970216873075,0.9999999999999998
106,0.8821696699902274,0.8821696699902272,0.9999999999999998,1.1527464432126027,1.1527464432126022,0.9999999999999997
107,0.8869275021261074,0.8869275021261074,1.0,1.1591471081141693,1.159147108114169,0.9999999999999998
108,0.8842577309415925,0.8842577309415924,0.9999999999999999,1.1555488268521803,1.1555488268521799,0.9999999999999997
109,0.8921866243682802,0.8921866243682802,1.0,1.1662978209289097,1.16629782092891,1.0000000000000004
110,0.8872082233252809,0.8872082233252812,1.0000000000000002,1.1596576480886565,1.159657648088657,1.0000000000000004
111,0.8828026598814265,0.882802659881426,0.9999999999999994,1.153434836583903,1.1534348365839024,0.9999999999999997
112,0.8818260777791934,0.8818260777791936,1.0000000000000002,1.1515206634897706,1.1515206634897706,1.0
113,0.8834242010445585,0.8834242010445588,1.0000000000000002,1.1539470237064968,1.153947023706497,1.0000000000000002
114,0.8833714917105783,0.8833714917105783,1.0,1.1536947715612627,1.1536947715612627,1.0
