ticker,latest_price,return_1y,volatility_1y,momentum_6m,max_drawdown_1y
FLIR,48.4,0.3553626435172219,0.20728068980710615,0.2851832182687202,-0.12429378531073443
FLR,57.04,0.044306114976199185,0.3987055811609391,0.4569604086845467,-0.3599793708096958
FLS,41.55,-0.17934031206794399,0.2771552946603649,0.062116564417177944,-0.27029126213592236
FMC,83.97,0.46698113207547154,0.2550594650940873,-0.007564117716581942,-0.15361108281552405
FOX,35.7,0.19718309859154948,0.2559572709417005,0.2977099236641221,-0.2322438717787555
FOXA,36.06,0.19364448857994043,0.26313690246281435,0.2924731182795701,-0.23027127003699133
FRT,111.34,-0.20658447944131697,0.17969665024370338,-0.16128060263653476,-0.22118074986010072
FTI,30.48,-0.02370275464445859,0.273323955567627,0.12223858615611194,-0.258026159334126
FTV,71.69,0.2760768956924171,0.16498672413506335,0.07288237054774038,-0.06412433067781109
GD,214.95,0.17369225728950521,0.15897605078709576,0.06940298507462672,-0.08267090620031803
GE,15.25,-0.41067747190694404,0.22758038357814422,-0.33887941745488076,-0.5114678899082569
GGP,21.97,-0.1229540918163673,0.3003980307029066,-0.0031760435571688284,-0.25713169206721365
GILD,82.76,0.2383660032919348,0.23497122819218597,0.11989174560216509,-0.16754416754416745
GIS,54.65,-0.12166505946640949,0.18639400746598322,-0.020082481620943282,-0.20715303054280731
GLW,29.82,0.1261329305135952,0.194861102641254,0.0156675749318802,-0.14548063127690103
GM,42.39,0.20631758679567436,0.2093791639372319,0.20153061224489788,-0.15197488883076105
GOOG,642.8236999999992,0.2971374848462356,0.17264704737281816,0.13617943439159164,-0.10822901074976188
GOOGL,642.8236999999992,0.2717621824842147,0.17174209303686463,0.12268104842141092,-0.11127858802923629
GPC,99.27,0.0023222940226170774,0.1982040910230546,0.18914710110206023,-0.20055627297109369
GPN,106.32,0.34463133931959034,0.18440275111231388,0.10726931889189739,-0.07969694063489019
GPS,32.62,0.3993993993993994,0.3215867962283551,0.3723180479596129,-0.20688365132809583
GRMN,63.08,0.2912998976458545,0.18511817057276567,0.2065799540933435,-0.10083102493074791
GS,257.1,0.08147898876877147,0.20524940839499725,0.1129388338167181,-0.1646170271659615
GT,33.47,0.04170557111733575,0.23568573515399863,0.07275641025641022,-0.21203904555314546
GWW,259.89,0.02149988208474185,0.34829823914845887,0.5006409009679376,-0.3947551905794856
HAL,49.69,-0.10371572871572876,0.2689669099701902,0.20343908936788568,-0.31792519407198316
HAS,102.22,0.05795901469675013,0.2489568798369066,0.022199999999999998,-0.2351013367830962
HBAN,15.64,0.16716417910447756,0.21363622034492305,0.18754745634016712,-0.16916780354706684
HBI,21.96,0.10407239819004532,0.2665117172598288,-0.09666803784450839,-0.2567199065056487
HCA,98.4,0.18554216867469897,0.2188168615568596,0.26283367556468185,-0.17979887280362472
HCN,56.55,-0.14357110404361662,0.15548597913050644,-0.20620437956204374,-0.2720834406386814
HCP,23.38,-0.24361048204464575,0.18090246782289784,-0.20422055820285911,-0.30368373764600176
HD,191.29,0.38736582535538155,0.15524204560012841,0.232062347030787,-0.11639241422573943
HES,44.11,-0.1441598758246022,0.32714635590068397,0.04131255901794151,-0.2788716395304808
HIG,55.86,0.18724760892667391,0.1495277964463044,-0.006756756756756799,-0.09100510473508183
HII,234.82,0.18213854208618607,0.2205531170967932,0.09340659340659352,-0.15605777555018907
HLT,82.02,0.407826982492276,0.16663947198757004,0.33648362392048226,-0.09775997626464916
HOG,48.48,-0.14707952146375802,0.25762678119288646,0.014225941422594035,-0.28852875754687
HOLX,40.45,0.03294177732379988,0.20081912952155304,0.05530915731802777,-0.2277909227790923
HON,151.19,0.26275787187839295,0.12081818632466751,0.08769784172661876,-0.08982362567428337
HP,67.47,-0.0287894054987764,0.3090083312968253,0.451592082616179,-0.40070771408351025
HPE,15.56,-0.3415150232754972,0.43920134397319877,-0.11791383219954643,-0.4713478611783697
HPQ,21.21,0.36750483558994196,0.21182689620933678,0.09782608695652173,-0.11710323574730341
HRB,25.74,0.21644612476370506,0.32595871253946923,-0.16699029126213594,-0.24278006981910505
HRL,32.74,-0.10252192982456132,0.19350484855293734,-0.025885153228205837,-0.2038552944283073
HRS,152.79,0.45639119245067206,0.15763803384872246,0.2888232813159004,-0.07014681892332797
HSIC,72.97,-0.10800073345150063,0.2269585684525031,-0.13975832596522253,-0.2871308356112987
HST,19.45,0.06110201854882713,0.20241417685209812,0.08235948803561488,-0.09807991696938245
HSY,99.04,-0.07421948027668723,0.15157940346763277,-0.0590023752969121,-0.14591238358054492
HUM,264.9,0.32688839911841305,0.19948435640435588,0.03898650768748024,-0.09920067961539958
IBM,153.85,-0.12669580518817047,0.17202328046842547,0.08520843619947782,-0.23220665017862052
ICE,70.72,0.23983169705469853,0.20154340146162328,0.07591662863228343,-0.08203179963416352
IDXX,176.83,0.25313585146339723,0.2164942422151432,0.1444566694712317,-0.14109573106897755
IFF,142.7,0.2101424694708276,0.16595960378156652,0.02162084765177541,-0.10142155925288454
ILMN,221.2,0.3573883161512026,0.2744174608750323,0.11027455704462175,-0.1312859415147437
INCY,86.34,-0.2965045221217306,0.3755701129769655,-0.33625461254612554,-0.4409799554565701
INFO,45.17,0.13749685217829266,0.16163337642356615,-0.004188712522045779,-0.12347718356390658
INTC,45.2,0.24244090159428255,0.2167441118070146,0.23531019404208786,-0.11102236421725231
INTU,161.29,0.3838695838695838,0.18557438326783618,0.17884812161964625,-0.0967893133348956
IP,59.25,0.11581920903954801,0.18136053131392563,0.10934281969668613,-0.10245831184459342
IPG,21.3,-0.07632263660017335,0.2600013603195538,0.007568590350047311,-0.27845131012905755
IQV,98.21,0.25700755151670296,0.18617126589977295,0.09001109877913427,-0.10878776713338245
IR,91.19,0.1387362637362637,0.1856634483533397,0.045037818015127185,-0.12812467315134402
IRM,33.18,-0.09836956521739126,0.19879490972721303,-0.1339075959279562,-0.21018339768339767
ISRG,399.53,0.7057668522020244,0.20949782080921894,0.2704343319034732,-0.11293657321980399
IT,119.45,0.208396560445119,0.1697608317057003,-0.005412156536219737,-0.1596313493738567
ITW,163.44,0.2857142857142856,0.14953069023113025,0.1613728416115967,-0.09928443649373875
IVZ,33.46,0.09633027522935778,0.19955760310748286,-0.0321087648249927,-0.13619791666666659
JBHT,117.95,0.20124248905183828,0.19511372817841796,0.27970055332537713,-0.17339667458432317
JCI,37.6,-0.08315045110948538,0.2074330843348646,-0.04689480354879594,-0.19144602851323833
JEC,66.01,0.16563658838071693,0.22223015979249186,0.21744743637034314,-0.1600880908012875
