ticker,cluster,pca1,pca2
VZ,1,0.14424255790133828,-0.6071556636730393
WAT,0,1.562295761965316,-0.1678071593080545
WBA,6,-1.5309438222315785,-0.9078491989819139
WDC,2,-0.699295034450544,0.5317586939043847
WEC,1,0.10974210669827028,-1.6583783490901507
WFC,1,-0.0012697156798321813,-0.3242595791893575
WHR,6,-0.6571651062273588,-0.4906767926361408
WLTW,0,1.0896269187609626,-0.7376360361104378
WM,0,1.1015172211518613,-0.9739096337006571
WMB,1,-0.18556481834945,-0.6828965322766858
WMT,7,2.0463120385690683,0.6580654023021579
WRK,0,0.8666429441807486,0.0028214905749079644
WU,1,0.10600425731341698,-0.9479926382332515
WY,1,0.5282793026283047,-0.8463442976980133
WYN,7,1.629391815732383,0.4741882207692937
WYNN,4,1.7652873784508052,2.9002334790510784
XEC,6,-1.8231164531393766,0.2920737735147185
XEL,1,-0.26308869375312105,-1.7957772437603445
XL,6,-1.1991446588711394,-0.01908450458855565
XLNX,2,0.25083011253630216,-0.012159282488901173
XOM,1,-0.0723720027657686,-1.5030702996318026
XRAY,1,-0.42950466699404594,-0.2969133916008566
XRX,1,-0.4168968608479846,-0.5328258411208218
XYL,7,2.183165449388752,0.20866821656225165
YUM,0,1.1078004634511671,-0.8912107525864903
ZBH,1,-0.11576511292398659,-0.3797226543355683
ZION,2,0.7288239882576414,0.6064210512949506
ZTS,0,1.647262239914561,-0.03810877435171331
